SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P009,AgencyEMS,Baseline,1,Left,Left,1,906.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,2,Right,Right,1,2711.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,3,Left,Right,0,581.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,4,Left,Left,1,701.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,5,Left,Left,1,961.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,6,Right,Right,1,666.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,7,Left,Left,1,791.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,8,Right,Right,1,636.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,9,Left,Left,1,696.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,10,Right,Left,0,541.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,11,Right,Right,1,621.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,12,Right,Right,1,581.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,13,Left,Left,1,631.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,14,Left,Left,1,821.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,15,Right,Right,1,421.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,16,Left,Left,1,596.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,17,Left,Left,1,1301.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,18,Left,Left,1,606.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,19,Left,Left,1,2046.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,20,Left,Left,1,476.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,21,Right,Right,1,596.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,22,Left,Left,1,796.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,23,Right,Right,1,1601.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,24,Right,Right,1,876.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,25,Right,Right,1,576.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,26,Right,Right,1,711.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,27,Right,Right,1,716.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,28,Left,Left,1,771.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,29,Left,Left,1,696.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,30,Left,Left,1,1196.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,31,Right,Right,1,821.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
P009,AgencyEMS,Baseline,32,Left,Left,1,1176.35,0.0,0.0,0,2026-04-24T15:58:26.728874+00:00
