SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P014,Voluntary,Baseline,1,Right,Right,1,840.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,2,Left,Left,1,840.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,3,Left,Left,1,1100.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,4,Left,Left,1,805.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,5,Left,Left,1,720.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,6,Right,Right,1,940.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,7,Left,Left,1,565.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,8,Left,Left,1,2205.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,9,Right,Right,1,570.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,10,Left,Right,0,1015.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,11,Right,Right,1,655.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,12,Right,Right,1,415.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,13,Left,Right,0,520.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,14,Right,Right,1,1010.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,15,Right,Right,1,860.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,16,Right,Right,1,525.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,17,Right,Right,1,1090.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,18,Right,Right,1,445.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,19,Right,Left,0,475.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,20,Left,Left,1,830.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,21,Right,Right,1,715.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,22,Right,Right,1,600.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,23,Right,Right,1,720.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,24,Right,Right,1,1135.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,25,Left,Left,1,530.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,26,Left,Left,1,1215.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,27,Left,Right,0,1005.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,28,Left,Right,0,625.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,29,Left,Left,1,1515.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,30,Left,Left,1,550.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,31,Right,Right,1,490.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,32,Right,Right,1,675.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,33,Left,Left,1,775.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,34,Right,Right,1,1340.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,35,Left,Left,1,615.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,36,Left,Left,1,755.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,37,Right,Right,1,1115.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,38,Left,Left,1,815.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,39,Right,Right,1,445.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,Baseline,40,Right,Right,1,820.239,0.0,0.0,0,2026-04-24T15:58:26.810758+00:00
P014,Voluntary,PostTest,41,Left,Left,1,1659.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,42,Left,Left,1,609.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,43,Left,Left,1,1039.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,44,Left,Left,1,964.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,45,Right,Left,0,854.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,46,Right,Right,1,794.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,47,Left,Left,1,684.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,48,Left,Left,1,1019.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,49,Left,Left,1,944.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,50,Left,Left,1,609.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,51,Right,Right,1,679.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,52,Right,Right,1,854.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
P014,Voluntary,PostTest,53,Left,Left,1,1669.008,0.0,0.0,0,2026-04-24T15:58:26.813786+00:00
