SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P012,Voluntary,Baseline,1,Right,Right,1,461.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,2,Left,Right,0,491.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,3,Right,Right,1,1011.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,4,Right,Right,1,726.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,5,Left,Right,0,571.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,6,Right,Right,1,1791.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,7,Left,Right,0,551.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,8,Left,Right,0,901.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,9,Right,Right,1,601.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,10,Right,Right,1,1021.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,11,Left,Left,1,751.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,12,Left,Right,0,471.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,13,Left,Left,1,1681.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,14,Left,Left,1,566.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,15,Right,Right,1,691.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,16,Left,Right,0,446.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,17,Left,Left,1,631.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,18,Right,Right,1,1711.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,19,Right,Right,1,456.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,20,Left,Left,1,1986.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,21,Right,Right,1,451.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,22,Right,Right,1,951.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,23,Right,Right,1,481.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,24,Right,Right,1,466.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,25,Left,Left,1,986.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,26,Right,Right,1,686.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,27,Right,Right,1,841.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,28,Left,Left,1,556.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,29,Left,Left,1,506.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,30,Left,Left,1,471.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,31,Right,Right,1,1511.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,32,Left,Left,1,636.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,33,Right,Right,1,1651.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,34,Left,Left,1,421.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,35,Left,Left,1,1111.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,36,Right,Right,1,561.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,37,Left,Left,1,821.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,38,Left,Left,1,1116.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,39,Left,Left,1,936.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,Baseline,40,Left,Right,0,521.997,0.0,0.0,0,2026-04-24T15:58:26.777518+00:00
P012,Voluntary,PostTest,41,Left,Right,0,463.469,0.0,0.0,0,2026-04-24T15:58:26.780527+00:00
P012,Voluntary,PostTest,42,Right,Right,1,663.469,0.0,0.0,0,2026-04-24T15:58:26.780527+00:00
P012,Voluntary,PostTest,43,Right,Right,1,493.469,0.0,0.0,0,2026-04-24T15:58:26.780527+00:00
P012,Voluntary,PostTest,44,Right,Right,1,683.469,0.0,0.0,0,2026-04-24T15:58:26.780527+00:00
P012,Voluntary,PostTest,45,Right,Right,1,683.469,0.0,0.0,0,2026-04-24T15:58:26.780527+00:00
P012,Voluntary,PostTest,46,Right,Right,1,603.469,0.0,0.0,0,2026-04-24T15:58:26.780527+00:00
