SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P020,Voluntary,Baseline,1,Left,Left,1,451.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,2,Right,Right,1,1061.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,3,Left,Left,1,2121.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,4,Right,Right,1,646.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,5,Left,Left,1,441.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,6,Right,Right,1,666.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,7,Right,Right,1,1261.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,8,Left,Left,1,541.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,9,Right,Right,1,751.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,10,Right,Right,1,591.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,11,Left,Left,1,761.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,12,Left,Left,1,756.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,13,Left,Left,1,496.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,14,Left,Left,1,716.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,15,Left,Left,1,756.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,16,Right,Right,1,1526.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,17,Left,Left,1,461.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,18,Left,Left,1,841.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,19,Left,Right,0,531.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,20,Right,Right,1,496.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,21,Left,Left,1,581.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,22,Left,Left,1,491.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,23,Right,Right,1,706.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,24,Left,Left,1,521.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,25,Right,Right,1,621.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,26,Left,Left,1,1121.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,27,Left,Left,1,436.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,28,Left,Left,1,406.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,29,Right,Right,1,711.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,30,Left,Left,1,1316.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,31,Right,Right,1,871.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,32,Right,Right,1,471.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,33,Right,Right,1,571.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,34,Left,Left,1,791.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,35,Right,Right,1,686.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,36,Right,Right,1,811.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,37,Right,Right,1,1436.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,38,Right,Right,1,471.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,39,Right,Right,1,636.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,Baseline,40,Right,Right,1,901.621,0.0,0.0,0,2026-04-24T15:58:26.913508+00:00
P020,Voluntary,PostTest,41,Left,Left,1,816.209,0.0,0.0,0,2026-04-24T15:58:26.918240+00:00
P020,Voluntary,PostTest,42,Left,Right,0,621.209,0.0,0.0,0,2026-04-24T15:58:26.918240+00:00
P020,Voluntary,PostTest,43,Left,Left,1,571.209,0.0,0.0,0,2026-04-24T15:58:26.918240+00:00
P020,Voluntary,PostTest,44,Right,Right,1,506.209,0.0,0.0,0,2026-04-24T15:58:26.918240+00:00
P020,Voluntary,PostTest,45,Right,Right,1,601.209,0.0,0.0,0,2026-04-24T15:58:26.918240+00:00
P020,Voluntary,PostTest,46,Right,Right,1,681.209,0.0,0.0,0,2026-04-24T15:58:26.918240+00:00
P020,Voluntary,PostTest,47,Right,Right,1,1091.209,0.0,0.0,0,2026-04-24T15:58:26.918240+00:00
