SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P015,AgencyEMS,Baseline,1,Left,Left,1,260.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,2,Left,Left,1,234.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,3,Right,Right,1,353.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,4,Right,Left,0,284.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,5,Right,Right,1,186.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,6,Right,Right,1,358.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,7,Left,Left,1,306.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,8,Right,Right,1,189.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,9,Left,Left,1,182.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,10,Right,Right,1,188.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,11,Right,Right,1,308.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,12,Right,Left,0,246.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,13,Left,Left,1,295.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,14,Right,Right,1,268.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,15,Right,Right,1,242.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,16,Left,Left,1,187.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,17,Left,Left,1,248.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,18,Right,Right,1,228.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,19,Right,Right,1,282.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,20,Right,Left,0,265.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,21,Right,Right,1,289.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,22,Left,Left,1,368.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,23,Left,Left,1,240.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,24,Left,Left,1,193.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,25,Right,Right,1,264.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,26,Left,Left,1,356.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,27,Left,Left,1,212.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,28,Left,Left,1,229.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,29,Left,Left,1,256.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,30,Left,Left,1,187.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,31,Right,Right,1,222.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,32,Right,Right,1,255.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,33,Left,Left,1,239.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,34,Left,Left,1,202.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,35,Right,Right,1,214.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,36,Right,Right,1,225.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,37,Right,Right,1,238.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,38,Right,Right,1,219.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,39,Right,Right,1,208.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,40,Right,Right,1,193.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,41,Left,Left,1,247.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,42,Right,Right,1,248.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,43,Right,Right,1,206.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,44,Left,Left,1,193.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,45,Left,Left,1,239.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,46,Left,Left,1,395.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,47,Left,Right,0,305.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,48,Left,Left,1,192.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,49,Left,Left,1,229.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,50,Left,Left,1,189.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,51,Left,Right,0,321.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,52,Right,Left,0,417.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,53,Right,Right,1,229.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,54,Left,Left,1,236.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,55,Right,Left,0,373.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,56,Right,Right,1,194.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,57,Left,Left,1,256.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,58,Left,Left,1,193.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,59,Right,Right,1,333.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,60,Left,Left,1,212.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,61,Left,Left,1,208.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,62,Left,Left,1,275.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,63,Left,Left,1,197.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,64,Left,Left,1,259.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,65,Right,Right,1,201.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
P015,AgencyEMS,Baseline,66,Right,Right,1,229.735,0.0,0.0,0,2026-04-26T15:58:30.435894+00:00
