SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P003,AgencyEMS,Baseline,1,Right,Right,1,198.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,2,Right,Right,1,226.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,3,Right,Right,1,191.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,4,Right,Right,1,234.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,5,Right,Right,1,354.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,6,Left,Left,1,224.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,7,Left,Left,1,226.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,8,Left,Left,1,296.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,9,Left,Right,0,260.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,10,Right,Right,1,207.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,11,Right,Right,1,200.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,12,Right,Left,0,274.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,13,Left,Left,1,285.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,14,Right,Right,1,219.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,15,Left,Right,0,279.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,16,Right,Right,1,226.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,17,Left,Left,1,242.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,18,Right,Right,1,255.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,19,Left,Right,0,234.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,20,Right,Right,1,232.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
P003,AgencyEMS,Baseline,21,Right,Right,1,213.173,0.0,0.0,0,2026-04-26T15:58:30.151379+00:00
