SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P034,Voluntary,Baseline,1,Left,Left,1,214.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,2,Right,Right,1,199.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,3,Left,Left,1,236.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,4,Left,Left,1,215.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,5,Right,Right,1,201.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,6,Right,Right,1,214.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,7,Right,Left,0,239.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,8,Left,Left,1,220.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,9,Left,Right,0,260.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,10,Left,Left,1,313.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,11,Left,Left,1,271.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,12,Left,Left,1,191.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,13,Left,Left,1,303.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,14,Left,Right,0,204.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,15,Right,Right,1,196.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,16,Right,Right,1,252.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,17,Right,Right,1,206.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,18,Right,Right,1,216.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,19,Right,Right,1,337.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,20,Right,Right,1,219.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,21,Right,Right,1,213.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,22,Right,Right,1,335.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,23,Left,Right,0,198.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,24,Left,Left,1,276.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,25,Right,Right,1,248.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,26,Left,Left,1,205.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,27,Right,Right,1,233.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,28,Left,Left,1,208.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,29,Left,Right,0,201.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,30,Left,Left,1,197.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,31,Left,Left,1,313.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,32,Left,Left,1,305.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,33,Left,Left,1,290.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,34,Right,Left,0,225.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,35,Left,Left,1,187.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,36,Right,Right,1,197.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,37,Right,Right,1,241.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,38,Left,Left,1,234.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,39,Right,Right,1,219.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,40,Left,Left,1,201.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,41,Right,Right,1,192.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,42,Right,Right,1,199.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,43,Right,Right,1,276.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,44,Left,Left,1,241.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,45,Right,Left,0,310.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,46,Left,Left,1,363.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,47,Left,Left,1,220.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,48,Left,Right,0,230.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,49,Left,Left,1,188.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
P034,Voluntary,Baseline,50,Left,Left,1,209.257,0.0,0.0,0,2026-04-26T15:58:30.929253+00:00
