SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P027,Voluntary,Baseline,1,Right,Right,1,202.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,2,Right,Left,0,204.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,3,Right,Right,1,209.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,4,Left,Left,1,204.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,5,Left,Left,1,320.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,6,Left,Left,1,236.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,7,Right,Right,1,255.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,8,Right,Right,1,215.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,9,Left,Left,1,249.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,10,Left,Left,1,215.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,11,Right,Right,1,210.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,12,Left,Left,1,199.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,13,Right,Right,1,202.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,14,Right,Right,1,236.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,15,Left,Left,1,239.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,16,Left,Left,1,191.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,17,Right,Right,1,228.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,18,Right,Right,1,193.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,19,Left,Left,1,210.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,20,Right,Right,1,233.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,21,Left,Left,1,235.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,22,Right,Right,1,214.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,23,Left,Right,0,225.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,24,Right,Right,1,305.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,25,Right,Right,1,191.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,26,Left,Left,1,261.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,27,Right,Right,1,263.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,28,Left,Left,1,200.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,29,Right,Left,0,221.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,30,Left,Left,1,206.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,31,Right,Right,1,227.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,32,Left,Left,1,232.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,33,Left,Left,1,216.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,34,Left,Left,1,235.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,35,Right,Right,1,226.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,36,Right,Right,1,256.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,37,Right,Right,1,274.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,38,Left,Left,1,445.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,39,Left,Left,1,283.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,40,Right,Right,1,193.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,41,Left,Left,1,223.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,42,Right,Right,1,360.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,43,Right,Right,1,210.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,44,Right,Right,1,243.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,45,Left,Left,1,301.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,46,Right,Left,0,207.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,47,Left,Left,1,235.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,48,Left,Left,1,218.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,49,Right,Right,1,236.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,50,Left,Right,0,200.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,51,Left,Left,1,216.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,52,Right,Right,1,200.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,53,Right,Right,1,236.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,54,Right,Right,1,341.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,55,Right,Right,1,285.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,56,Left,Left,1,215.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,57,Right,Right,1,244.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,58,Left,Left,1,212.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,59,Right,Right,1,193.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,60,Right,Right,1,222.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,61,Left,Right,0,223.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,62,Left,Left,1,268.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,63,Right,Right,1,207.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,64,Right,Right,1,329.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,65,Left,Left,1,187.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,66,Right,Left,0,235.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,67,Right,Right,1,216.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,68,Left,Left,1,253.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,69,Left,Right,0,224.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,70,Right,Right,1,259.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,71,Right,Right,1,280.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,72,Right,Right,1,206.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,73,Left,Left,1,227.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,74,Right,Right,1,200.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,75,Left,Left,1,267.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,76,Right,Right,1,212.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,77,Left,Left,1,267.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,78,Left,Left,1,330.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,79,Left,Left,1,212.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,80,Left,Right,0,305.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,81,Right,Right,1,228.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,82,Left,Left,1,266.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,83,Right,Left,0,203.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,84,Left,Left,1,208.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,85,Left,Left,1,238.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,86,Left,Left,1,199.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,87,Left,Right,0,292.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,88,Right,Right,1,208.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,89,Left,Left,1,281.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,90,Left,Left,1,199.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,91,Right,Right,1,223.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,92,Right,Right,1,216.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,93,Left,Right,0,241.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,94,Right,Left,0,214.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,95,Left,Left,1,238.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,96,Left,Right,0,231.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,97,Right,Right,1,242.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,98,Right,Right,1,229.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,99,Left,Left,1,267.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,100,Left,Left,1,259.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,101,Left,Right,0,198.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,102,Right,Right,1,217.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,103,Right,Right,1,232.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,104,Right,Right,1,193.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,105,Right,Right,1,281.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,106,Right,Right,1,224.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,107,Right,Right,1,196.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,108,Left,Right,0,260.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,109,Left,Left,1,210.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,110,Right,Right,1,290.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,111,Left,Left,1,238.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,112,Right,Right,1,232.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,113,Right,Right,1,242.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,114,Right,Right,1,343.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,115,Right,Right,1,204.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,116,Right,Right,1,207.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,117,Right,Right,1,204.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
P027,Voluntary,Baseline,118,Left,Left,1,341.429,0.0,0.0,0,2026-04-26T15:58:30.745660+00:00
