SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P018,AgencyEMS,Baseline,1,Right,Left,0,240.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,2,Right,Right,1,190.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,3,Left,Left,1,202.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,4,Right,Left,0,250.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,5,Left,Left,1,222.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,6,Right,Right,1,302.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,7,Right,Right,1,199.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,8,Left,Left,1,231.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,9,Left,Left,1,276.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,10,Right,Right,1,331.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,11,Left,Left,1,199.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,12,Right,Right,1,217.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,13,Right,Right,1,261.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,14,Right,Right,1,322.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,15,Left,Left,1,223.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,16,Left,Left,1,215.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,17,Right,Left,0,247.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,18,Left,Left,1,198.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,19,Right,Right,1,339.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,20,Left,Left,1,230.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,21,Right,Right,1,204.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,22,Right,Right,1,192.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,23,Left,Left,1,215.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,24,Left,Left,1,212.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,25,Right,Right,1,273.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,26,Left,Left,1,247.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,27,Right,Right,1,259.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,28,Left,Left,1,303.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,29,Right,Right,1,201.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,30,Right,Right,1,206.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,31,Left,Left,1,219.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,32,Left,Left,1,250.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,33,Left,Left,1,225.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,34,Left,Left,1,261.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,35,Right,Left,0,283.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,36,Left,Left,1,216.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,37,Left,Left,1,209.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,38,Right,Right,1,226.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,39,Right,Right,1,340.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,40,Left,Left,1,302.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,41,Right,Left,0,270.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,42,Left,Left,1,201.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,43,Left,Left,1,197.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,44,Left,Left,1,184.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,45,Right,Right,1,233.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,46,Right,Right,1,212.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,47,Right,Right,1,193.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,48,Right,Left,0,189.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,49,Right,Right,1,203.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,50,Left,Left,1,199.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,51,Left,Right,0,205.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,52,Left,Left,1,213.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,53,Right,Right,1,265.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,54,Left,Left,1,214.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,55,Right,Right,1,219.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,56,Right,Right,1,269.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,57,Right,Right,1,220.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,58,Right,Right,1,201.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,59,Left,Left,1,235.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,60,Right,Right,1,219.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,61,Right,Right,1,218.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,62,Right,Right,1,235.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,63,Left,Right,0,287.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,64,Left,Right,0,359.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,65,Right,Right,1,255.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,66,Right,Right,1,200.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,67,Right,Right,1,237.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,68,Left,Right,0,189.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,69,Left,Left,1,242.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,70,Right,Right,1,278.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
P018,AgencyEMS,Baseline,71,Right,Left,0,200.134,0.0,0.0,0,2026-04-26T15:58:30.510223+00:00
