SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P007,AgencyEMS,Baseline,1,Left,Left,1,866.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,2,Right,Right,1,516.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,3,Right,Right,1,661.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,4,Right,Right,1,646.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,5,Left,Left,1,861.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,6,Right,Right,1,1171.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,7,Left,Left,1,766.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,8,Right,Right,1,716.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,9,Left,Right,0,1216.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,10,Right,Left,0,1096.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,11,Left,Left,1,571.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,12,Left,Left,1,731.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,13,Left,Right,0,1001.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,14,Right,Right,1,731.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,15,Left,Left,1,1661.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,16,Left,Left,1,1716.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,17,Left,Left,1,831.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,18,Right,Right,1,1291.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,19,Right,Right,1,576.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,20,Left,Left,1,861.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,21,Right,Right,1,496.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,22,Right,Left,0,801.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,23,Left,Left,1,1531.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,24,Left,Left,1,436.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,25,Right,Right,1,676.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,26,Left,Left,1,511.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,27,Left,Left,1,841.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,28,Right,Right,1,471.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,29,Left,Left,1,651.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
P007,AgencyEMS,Baseline,30,Left,Left,1,451.425,0.0,0.0,0,2026-04-24T15:58:26.694669+00:00
