SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P023,Voluntary,Baseline,1,Right,Right,1,207.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,2,Left,Right,0,255.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,3,Right,Right,1,288.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,4,Left,Right,0,218.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,5,Left,Left,1,203.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,6,Right,Right,1,237.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,7,Left,Left,1,209.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,8,Right,Right,1,243.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,9,Left,Left,1,200.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,10,Left,Right,0,216.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,11,Right,Right,1,255.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,12,Right,Right,1,255.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,13,Left,Left,1,208.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,14,Right,Right,1,256.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,15,Left,Left,1,301.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,16,Right,Right,1,277.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,17,Left,Left,1,331.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,18,Right,Right,1,204.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,19,Right,Right,1,243.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,20,Right,Right,1,224.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,21,Right,Left,0,242.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,22,Left,Left,1,260.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,23,Left,Right,0,220.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,24,Right,Right,1,281.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,25,Left,Left,1,222.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,26,Right,Right,1,200.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,27,Right,Right,1,209.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,28,Left,Left,1,191.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,29,Left,Left,1,529.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,30,Right,Right,1,218.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,31,Left,Right,0,218.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,32,Left,Left,1,251.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,33,Right,Right,1,209.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,34,Left,Right,0,247.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,35,Right,Right,1,263.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,36,Left,Left,1,234.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,37,Left,Left,1,218.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,38,Left,Left,1,197.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,39,Right,Right,1,216.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,40,Left,Left,1,225.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,41,Right,Right,1,222.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,42,Left,Left,1,261.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,43,Right,Right,1,237.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,44,Right,Left,0,252.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,45,Left,Right,0,244.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,46,Left,Right,0,226.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,47,Right,Right,1,216.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,48,Left,Left,1,205.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,49,Right,Right,1,191.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,50,Right,Right,1,277.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,51,Right,Right,1,222.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,52,Right,Right,1,228.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,53,Left,Left,1,360.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,54,Right,Left,0,202.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,55,Right,Right,1,243.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,56,Right,Right,1,234.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,57,Right,Right,1,184.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,58,Right,Left,0,331.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,59,Right,Right,1,367.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,60,Left,Left,1,215.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,61,Left,Left,1,290.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,62,Right,Right,1,342.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,63,Right,Right,1,431.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,64,Left,Left,1,352.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,65,Left,Left,1,246.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,66,Right,Right,1,309.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,67,Right,Right,1,210.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,68,Right,Right,1,242.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,69,Left,Left,1,192.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,70,Left,Left,1,230.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,71,Right,Right,1,306.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,72,Left,Left,1,185.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,73,Left,Left,1,207.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,74,Left,Left,1,285.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,75,Right,Right,1,235.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,76,Left,Left,1,325.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,77,Left,Left,1,198.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,78,Left,Left,1,211.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,79,Left,Left,1,227.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,80,Right,Right,1,327.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,81,Left,Left,1,375.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,82,Right,Right,1,239.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,83,Left,Left,1,204.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,84,Left,Left,1,233.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,85,Left,Left,1,221.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,86,Right,Right,1,285.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,87,Left,Left,1,311.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,88,Right,Left,0,208.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,89,Left,Left,1,261.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,90,Right,Right,1,292.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,91,Left,Left,1,242.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,92,Right,Left,0,216.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,93,Right,Right,1,236.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,94,Left,Left,1,232.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,95,Left,Right,0,201.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,96,Left,Right,0,218.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,97,Right,Right,1,290.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,98,Left,Left,1,223.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,99,Right,Left,0,322.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,100,Right,Right,1,256.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,101,Right,Right,1,312.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,102,Left,Left,1,274.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,103,Right,Right,1,278.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,104,Left,Left,1,299.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,105,Left,Left,1,235.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,106,Right,Right,1,237.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,107,Left,Left,1,261.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,108,Left,Right,0,266.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,109,Left,Left,1,257.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,110,Right,Right,1,208.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,111,Right,Right,1,219.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,112,Left,Right,0,335.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,113,Right,Left,0,210.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,114,Left,Left,1,228.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,115,Left,Right,0,280.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,116,Right,Right,1,248.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,117,Left,Left,1,244.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,118,Left,Right,0,323.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,119,Right,Left,0,228.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,120,Right,Right,1,290.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,121,Left,Left,1,238.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,122,Right,Right,1,273.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,123,Left,Left,1,268.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,124,Right,Right,1,208.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,125,Left,Left,1,197.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,126,Left,Left,1,319.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,127,Right,Left,0,277.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,128,Left,Left,1,303.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,129,Right,Right,1,323.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,130,Left,Left,1,247.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,131,Right,Left,0,215.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,132,Right,Right,1,440.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,133,Left,Left,1,199.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,134,Right,Right,1,367.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,135,Right,Right,1,219.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,136,Right,Right,1,242.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,137,Right,Right,1,190.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,138,Left,Left,1,233.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,139,Left,Right,0,207.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,140,Left,Left,1,206.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,141,Left,Left,1,272.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
P023,Voluntary,Baseline,142,Right,Right,1,258.124,0.0,0.0,0,2026-04-26T15:58:30.644994+00:00
