SubjectID,Group,Phase,TrialNumber,TargetSide,ResponseSide,IsCorrect,ReactionTime_ms,EMSOffset_ms,EMSFireTiming_ms,AgencyYes,Timestamp
P026,Voluntary,Baseline,1,Left,Left,1,306.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,2,Left,Left,1,212.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,3,Left,Left,1,208.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,4,Left,Left,1,198.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,5,Right,Right,1,325.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,6,Left,Left,1,297.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,7,Right,Right,1,325.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,8,Right,Right,1,250.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,9,Left,Left,1,226.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,10,Right,Right,1,213.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,11,Left,Left,1,284.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,12,Left,Left,1,284.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,13,Left,Left,1,292.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,14,Right,Right,1,206.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,15,Left,Left,1,264.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,16,Right,Right,1,220.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,17,Right,Right,1,205.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,18,Right,Right,1,245.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,19,Left,Left,1,319.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
P026,Voluntary,Baseline,20,Left,Left,1,232.997,0.0,0.0,0,2026-04-26T15:58:30.719859+00:00
